,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
9252,0.0,0 days 00:00:06,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0147,0.03,0.0,Nov,Windows,Internet Explorer,North America,Facebook ads,Returning_Visitor,True,False
9253,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.05,0.0,Feb,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9254,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.09,0.0,Mar,Windows,Google Chrome,South America,Direct Traffic,Returning_Visitor,False,False
9255,1.0,0 days 00:00:06,0,0 days 00:00:00,31.0,0 days 00:00:00,0.0,0.019,22.2,Dec,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,True
9256,0.0,0 days 00:00:06,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.067,0.0,Oct,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
9257,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.05,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9258,4.0,0 days 00:00:28.500000,0,0 days 00:00:00,15.0,0 days 00:00:00,0.0,0.005,0.0,May,MACOS,Samsung Internet,North America,Direct Traffic,Returning_Visitor,True,False
9259,8.0,0 days 00:04:43.333333300,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0,0.002,89.0,Nov,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
9260,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Nov,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,False
9261,0.0,0 days 00:00:00,1,0 days 00:03:17,31.0,0 days 00:03:17,0.0073,0.071,0.0,Nov,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
9262,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.017,28.2,Nov,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,True,True
9263,1.0,0 days 00:00:16,0,0 days 00:00:00,5.0,0 days 00:00:00,0.17,0.18,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
9264,5.0,0 days 00:01:32.100000,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.01,46.7,Oct,MACOS,Google Chrome,Western Europe,Google search,New_Visitor,True,False
9265,2.0,0 days 00:01:10.250000,0,0 days 00:00:00,41.0,0 days 00:00:00,0.0056,0.023,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9266,3.0,0 days 00:00:48.400000,0,0 days 00:00:00,32.0,0 days 00:00:00,0.0117,0.013,14.3,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,True
9267,0.0,0 days 00:00:00,3,0 days 00:30:27.833333300,10.0,0 days 00:30:27.833333300,0.0,0.036,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9268,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.2,0.2,0.0,Mar,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,False,False
9269,1.0,0 days 00:00:11,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0174,0.033,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
9270,0.0,0 days 00:00:00,0,0 days 00:00:00,29.0,0 days 00:00:00,0.0344,0.068,0.0,May,MACOS,Safari,North America,Facebook ads,Returning_Visitor,True,False
9271,0.0,0 days 00:00:06,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0769,0.098,0.0,Nov,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
9272,0.0,0 days 00:00:00,0,0 days 00:00:00,22.0,0 days 00:00:00,0.0,0.018,0.0,Nov,Windows,Google Chrome,North America,Youtube channel,New_Visitor,True,False
9273,8.0,0 days 00:06:31.433333300,1,0 days 00:01:28.500000,27.0,0 days 00:01:28.500000,0.0,0.009,26.9,Mar,Windows,Google Chrome,Northern Africa,Affiliate marketing,Returning_Visitor,False,True
9274,2.0,0 days 00:00:50.500000,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.016,0.0,Mar,MACOS,Google Chrome,Southern Africa,Affiliate marketing,Returning_Visitor,False,False
9275,0.0,0 days 00:00:00,0,0 days 00:00:00,34.0,0 days 00:00:00,0.0054,0.011,0.0,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
9276,0.0,0 days 00:00:04,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0,0.044,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
9277,1.0,0 days 00:03:51,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.029,0.0,May,MACOS,Safari,North America,Bing search,New_Visitor,False,False
9278,15.0,0 days 00:02:32.875459600,4,0 days 00:04:55,176.0,0 days 00:04:55,0.0001,0.012,2.6,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
9279,5.0,0 days 00:01:21,0,0 days 00:00:00,368.0,0 days 00:00:00,0.0107,0.029,3.5,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,False
9280,0.0,0 days 00:00:00,1,0 days 00:00:00,62.0,0 days 00:00:00,0.0,0.024,7.8,Dec,Windows,Mozilla Firefox,Western Europe,Direct Traffic,Returning_Visitor,False,True
9281,0.0,0 days 00:00:00,0,0 days 00:00:00,11.0,0 days 00:00:00,0.12,0.147,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
9282,6.0,0 days 00:03:58.500000,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0946,0.075,0.0,May,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
9283,2.0,0 days 00:01:29.400000,5,0 days 00:19:35.200000,231.0,0 days 00:19:35.200000,0.0106,0.034,3.2,Sep,Windows,Microsoft Edge,Western Europe,Instagram ads,Returning_Visitor,False,True
9284,6.0,0 days 00:01:11.133333330,0,0 days 00:00:00,56.0,0 days 00:00:00,0.0167,0.039,0.0,Sep,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
9285,5.0,0 days 00:00:31,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.02,0.0,Nov,MACOS,Safari,Western Europe,Youtube channel,New_Visitor,False,False
9286,2.0,0 days 00:01:09.500000,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0133,0.04,0.0,Nov,Android,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
9287,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.025,0.0,May,Android,Google Chrome,Oceania,Bing search,Returning_Visitor,True,False
9288,9.0,0 days 00:01:24.888333330,1,0 days 00:00:02,162.0,0 days 00:00:02,0.0,0.004,1.6,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,True,True
9289,5.0,0 days 00:02:00.500000,0,0 days 00:00:00,86.0,0 days 00:00:00,0.0055,0.041,0.0,May,Windows,Internet Explorer,Asia,Bing search,Returning_Visitor,False,False
9290,6.0,0 days 00:02:42.425000,0,0 days 00:00:00,20.0,0 days 00:00:00,0.0,0.013,25.2,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
9291,1.0,0 days 00:00:09,1,0 days 00:01:08,35.0,0 days 00:01:08,0.0,0.011,0.0,Nov,Windows,Google Chrome,North America,Youtube channel,New_Visitor,False,False
9292,1.0,0 days 00:00:22,0,0 days 00:00:00,77.0,0 days 00:00:00,0.003,0.003,0.0,Dec,MACOS,Safari,Asia,Youtube channel,Returning_Visitor,True,False
9293,6.0,0 days 00:00:53.200000,0,0 days 00:00:00,51.0,0 days 00:00:00,0.0152,0.037,8.5,Jul,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,True
9294,3.0,0 days 00:00:32.500000,0,0 days 00:00:00,22.0,0 days 00:00:00,0.0,0.007,0.0,May,Windows,Mozilla Firefox,Western Europe,Bing search,New_Visitor,False,False
9295,1.0,0 days 00:00:09.500000,2,0 days 00:02:00.250000,65.0,0 days 00:02:00.250000,0.0057,0.024,0.0,Dec,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
9296,1.0,0 days 00:02:30.400000,1,0 days 00:00:59.400000,98.0,0 days 00:00:59.400000,0.0255,0.037,0.0,Jul,Android,Google Chrome,Oceania,Instagram ads,Returning_Visitor,False,False
9297,4.0,0 days 00:04:59,0,0 days 00:00:00,15.0,0 days 00:00:00,0.0206,0.041,0.0,Sep,MACOS,Safari,Northern Africa,Instagram Page,Returning_Visitor,False,False
9298,0.0,0 days 00:00:00,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0,0.022,0.0,Dec,MACOS,Safari,North America,Youtube channel,New_Visitor,True,False
9299,0.0,0 days 00:02:50.350000,3,0 days 00:02:35,166.0,0 days 00:02:35,0.0,0.006,4.3,May,Windows,Google Chrome,South America,Twitter,Returning_Visitor,False,False
9300,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.067,0.0,Feb,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9301,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.067,0.0,Mar,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
9302,0.0,0 days 00:00:00,0,0 days 00:00:00,10.0,0 days 00:00:00,0.0167,0.01,0.0,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
9303,2.0,0 days 00:00:33,0,0 days 00:00:00,46.0,0 days 00:00:00,0.0,0.007,8.2,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
9304,5.0,0 days 00:01:27.250000,7,0 days 00:07:03.500000,6.0,0 days 00:07:03.500000,0.0122,0.033,8.3,Nov,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,True
9305,2.0,0 days 00:01:25.333333330,1,0 days 00:00:17,17.0,0 days 00:00:17,0.0075,0.017,0.5,Sep,MACOS,Safari,Asia,Bing search,Returning_Visitor,False,True
9306,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.017,0.0,May,Android,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
9307,1.0,0 days 00:00:15,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.015,86.5,Nov,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,True
9308,7.0,0 days 00:02:25.041666700,3,0 days 00:00:42.500000,126.0,0 days 00:00:42.500000,0.0061,0.02,7.6,Oct,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
9309,0.0,0 days 00:00:00,1,0 days 00:00:23,41.0,0 days 00:00:23,0.017,0.023,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
9310,1.0,0 days 00:00:45.166666670,0,0 days 00:00:00,42.0,0 days 00:00:00,0.0028,0.018,0.0,Dec,Windows,Opera,Africa,Google search,Returning_Visitor,False,False
9311,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0098,0.041,0.0,Feb,iOS,Safari,North America,Twitter,Returning_Visitor,False,False
9312,3.0,0 days 00:02:57,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0276,0.042,0.0,May,Android,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,False
9313,0.0,0 days 00:00:00,0,0 days 00:00:00,12.0,0 days 00:00:00,0.0,0.011,0.0,Mar,Android,Google Chrome,South America,Google search,Returning_Visitor,False,False
9314,2.0,0 days 00:05:25.700000,0,0 days 00:00:00,39.0,0 days 00:00:00,0.0,0.007,0.0,Dec,Windows,Google Chrome,Southern Africa,Google search,New_Visitor,False,False
9315,0.0,0 days 00:00:00,0,0 days 00:00:00,115.0,0 days 00:00:00,0.0039,0.018,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
9316,6.0,0 days 00:01:12.750000,3,0 days 00:00:51.100000,36.0,0 days 00:00:51.100000,0.0395,0.027,25.9,Jul,Android,Google Chrome,South America,Bing search,Returning_Visitor,True,True
9317,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.033,0.0,Dec,Windows,Microsoft Edge,Western Europe,Affiliate marketing,Returning_Visitor,True,False
9318,0.0,0 days 00:00:00,0,0 days 00:00:00,42.0,0 days 00:00:00,0.0,0.067,0.0,Dec,iOS,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
9319,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.2,0.2,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
9320,0.0,0 days 00:00:00,0,0 days 00:00:00,25.0,0 days 00:00:00,0.0,0.011,43.9,Mar,Windows,Google Chrome,Western Europe,Google search,New_Visitor,True,True
9321,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.1,0.167,0.0,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
9322,2.0,0 days 00:00:48.500000,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.02,0.0,Mar,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,False
9323,0.0,0 days 00:00:00,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0125,0.039,0.0,May,MACOS,Safari,North America,Bing search,Returning_Visitor,False,False
9324,1.0,0 days 00:00:19,2,0 days 00:00:55,30.0,0 days 00:00:55,0.0,0.021,56.4,May,Windows,Mozilla Firefox,Eastern Europe,Bing search,New_Visitor,False,True
9325,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Mar,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
9326,0.0,0 days 00:00:00,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0,0.021,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
9327,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.033,0.0,May,Windows,Google Chrome,North America,Instagram Page,Returning_Visitor,False,False
9328,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.08,0.0,Feb,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,True,False
9329,0.0,0 days 00:00:00,1,0 days 00:02:32.500000,16.0,0 days 00:02:32.500000,0.0126,0.049,0.0,Nov,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
9330,1.0,0 days 00:00:06,0,0 days 00:00:00,55.0,0 days 00:00:00,0.0,0.008,16.3,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
9331,9.0,0 days 00:03:23.660000,0,0 days 00:00:00,44.0,0 days 00:00:00,0.0,0.001,0.0,Nov,Windows,Mozilla Firefox,Asia,Facebook ads,New_Visitor,False,True
9332,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
9333,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,May,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,True,False
9334,3.0,0 days 00:01:37.333333330,0,0 days 00:00:00,59.0,0 days 00:00:00,0.0,0.001,0.0,Oct,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9335,4.0,0 days 00:01:49.500000,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0,0.009,0.0,Nov,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,False
9336,0.0,0 days 00:00:06,0,0 days 00:00:00,51.0,0 days 00:00:00,0.0,0.017,0.0,Jul,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,True,False
9337,1.0,0 days 00:00:21,0,0 days 00:00:00,85.0,0 days 00:00:00,0.0073,0.015,4.9,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9338,0.0,0 days 00:00:00,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0,0.01,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
9339,2.0,0 days 00:01:33.600000,1,0 days 00:00:00,9.0,0 days 00:00:00,0.0096,0.047,0.0,Jul,Windows,Google Chrome,Asia,Youtube ads,Returning_Visitor,False,False
9340,0.0,0 days 00:04:58.842862900,3,0 days 00:01:01,182.0,0 days 00:01:01,0.0016,0.014,13.4,Nov,iOS,Safari,North America,Affiliate marketing,Returning_Visitor,False,True
9341,5.0,0 days 00:00:06,0,0 days 00:00:00,12.0,0 days 00:00:00,0.0,0.013,77.8,Nov,iOS,Google Chrome,Africa,Google search,New_Visitor,False,True
9342,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0267,0.061,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
9343,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.011,0.0,Dec,Android,Google Chrome,North America,Yahoo Search,New_Visitor,True,False
9344,0.0,0 days 00:00:06,0,0 days 00:00:00,20.0,0 days 00:00:00,0.0,0.025,0.0,May,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
9345,1.0,0 days 00:01:04,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0,0.0,0.0,Dec,MACOS,Safari,North America,Google search,New_Visitor,False,False
9346,0.0,0 days 00:00:00,0,0 days 00:00:00,52.0,0 days 00:00:00,0.0365,0.051,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
9347,1.0,0 days 00:00:30,0,0 days 00:00:00,21.0,0 days 00:00:00,0.0057,0.007,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
9348,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0254,0.051,0.0,May,Android,Google Chrome,South America,Bing search,Returning_Visitor,True,False
9349,0.0,0 days 00:00:06,0,0 days 00:00:00,12.0,0 days 00:00:00,0.0286,0.071,0.0,May,MACOS,Safari,Africa,Facebook ads,Returning_Visitor,False,False
9350,0.0,0 days 00:00:00,1,0 days 00:00:08,6.0,0 days 00:00:08,0.0333,0.054,0.0,Dec,Windows,Yandex,South America,Google search,Returning_Visitor,True,False
9351,6.0,0 days 00:02:37.100000,0,0 days 00:00:00,12.0,0 days 00:00:00,0.0,0.008,0.0,Oct,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9352,12.0,0 days 00:03:26.173571400,2,0 days 00:16:59.700000,69.0,0 days 00:16:59.700000,0.0,0.007,9.8,Nov,Android,Google Chrome,Oceania,Google search,Returning_Visitor,False,True
9353,4.0,0 days 00:01:41.125000,0,0 days 00:00:00,64.0,0 days 00:00:00,0.019,0.038,5.9,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9354,3.0,0 days 00:00:41,0,0 days 00:00:00,15.0,0 days 00:00:00,0.0,0.019,0.0,May,MACOS,Samsung Internet,Eastern Europe,Direct Traffic,New_Visitor,True,False
9355,5.0,0 days 00:00:37,0,0 days 00:00:00,54.0,0 days 00:00:00,0.0123,0.017,0.0,Dec,Windows,Opera,North America,Facebook ads,Returning_Visitor,False,False
9356,0.0,0 days 00:00:06,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0031,0.036,0.0,May,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
9357,2.0,0 days 00:03:57.400000,0,0 days 00:00:00,10.0,0 days 00:00:00,0.0,0.016,0.0,Oct,Windows,Google Chrome,North America,Instagram Page,New_Visitor,False,False
9358,0.0,0 days 00:00:00,2,0 days 00:01:35,109.0,0 days 00:01:35,0.0035,0.019,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
9359,0.0,0 days 00:00:00,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0167,0.031,0.0,May,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
9360,0.0,0 days 00:00:00,2,0 days 00:05:09.600000,74.0,0 days 00:05:09.600000,0.0308,0.059,0.0,Nov,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,True,False
9361,1.0,0 days 00:00:37.800000,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.054,0.0,Oct,Windows,Mozilla Firefox,Northern Africa,Instagram ads,Returning_Visitor,True,False
9362,0.0,0 days 00:00:00,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0251,0.064,0.0,May,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,False
9363,2.0,0 days 00:00:20,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0174,0.031,0.0,Mar,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,False,False
9364,0.0,0 days 00:01:47.166666700,0,0 days 00:00:00,51.0,0 days 00:00:00,0.0039,0.019,0.0,Feb,Windows,Mozilla Firefox,Asia,Twitter,Returning_Visitor,False,False
9365,1.0,0 days 00:00:31.500000,0,0 days 00:00:00,25.0,0 days 00:00:00,0.0154,0.049,0.0,May,MACOS,Google Chrome,Eastern Europe,Tik Tok page,Returning_Visitor,False,False
9366,3.0,0 days 00:01:58.200000,1,0 days 00:00:19.700000,13.0,0 days 00:00:19.700000,0.0,0.03,0.0,Jul,Android,Google Chrome,South America,Google search,New_Visitor,False,True
9367,0.0,0 days 00:00:00,0,0 days 00:00:00,29.0,0 days 00:00:00,0.0,0.031,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
9368,0.0,0 days 00:00:00,0,0 days 00:00:00,33.0,0 days 00:00:00,0.0,0.022,0.0,May,Windows,Google Chrome,Africa,Twitter,Returning_Visitor,False,False
9369,0.0,0 days 00:00:00,0,0 days 00:00:00,38.0,0 days 00:00:00,0.0,0.039,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
9370,4.0,0 days 00:01:12.750000,0,0 days 00:00:00,120.0,0 days 00:00:00,0.0102,0.03,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
9371,3.0,0 days 00:01:47,0,0 days 00:00:00,17.0,0 days 00:00:00,0.018,0.031,0.0,Dec,Windows,Google Chrome,Oceania,Google search,New_Visitor,False,False
9372,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,Dec,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
9373,3.0,0 days 00:05:50.200000,2,0 days 00:03:08.500000,1.0,0 days 00:03:08.500000,0.0106,0.037,18.4,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,True,True
9374,2.0,0 days 00:00:22.500000,0,0 days 00:00:00,10.0,0 days 00:00:00,0.0,0.0,0.0,Nov,Android,Google Chrome,Southern Africa,Youtube channel,New_Visitor,True,False
9375,0.0,0 days 00:00:00,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0168,0.035,0.0,Mar,iOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
9376,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.029,0.0,Nov,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
9377,3.0,0 days 00:03:43,1,0 days 00:00:26,17.0,0 days 00:00:26,0.0213,0.02,0.0,May,Android,Android,Asia,Twitter,Returning_Visitor,False,False
9378,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.05,0.129,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
9379,7.0,0 days 00:01:50.870000,3,0 days 00:02:17.200000,1.0,0 days 00:02:17.200000,0.035,0.052,0.0,Aug,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
9380,2.0,0 days 00:01:53,0,0 days 00:00:00,53.0,0 days 00:00:00,0.003,0.019,3.3,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
9381,3.0,0 days 00:00:24,1,0 days 00:00:07,125.0,0 days 00:00:07,0.0072,0.033,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
9382,2.0,0 days 00:15:23,0,0 days 00:00:00,15.0,0 days 00:00:00,0.0,0.005,0.0,Dec,Windows,Google Chrome,North America,Youtube channel,New_Visitor,False,False
9383,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.18,0.191,0.0,Mar,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
9384,1.0,0 days 00:00:24.200000,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.014,0.0,Sep,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
9385,0.0,0 days 00:00:00,0,0 days 00:00:00,31.0,0 days 00:00:00,0.0,0.032,0.0,Nov,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
9386,3.0,0 days 00:00:17,0,0 days 00:00:00,42.0,0 days 00:00:00,0.0,0.006,20.0,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,True
9387,4.0,0 days 00:01:28.800000,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0222,0.027,29.9,Nov,Windows,Internet Explorer,North America,Bing search,Returning_Visitor,False,False
9388,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,May,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
9389,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Dec,Windows,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
9390,10.0,0 days 00:03:38.956978600,2,0 days 00:14:08.300000,89.0,0 days 00:14:08.300000,0.0088,0.01,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
9391,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.05,0.15,0.0,Nov,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,False
9392,6.0,0 days 00:05:27.750000,0,0 days 00:00:00,109.0,0 days 00:00:00,0.0026,0.018,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
9393,1.0,0 days 00:00:45.333333330,0,0 days 00:00:00,39.0,0 days 00:00:00,0.0058,0.011,0.0,May,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
9394,0.0,0 days 00:00:00,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0,0.036,0.0,June,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
9395,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.027,0.0,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,False,False
9396,2.0,0 days 00:01:05,4,0 days 00:03:19.100000,34.0,0 days 00:03:19.100000,0.0137,0.044,0.0,Aug,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,False
9397,2.0,0 days 00:01:30.164585860,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.015,11.8,Jul,Windows,Microsoft Edge,Oceania,Instagram ads,New_Visitor,False,False
9398,3.0,0 days 00:09:13.250000,3,0 days 00:00:19.250000,1.0,0 days 00:00:19.250000,0.0325,0.074,15.9,Nov,Android,Android,North America,Youtube ads,Returning_Visitor,False,False
